id,app_ym,Org,pro_label,target,sampwt,hit_rule,appAge,appResidence,appTimeAddress,appIncome,appOcc,appFinanceCo,appChkSv,dealNewUsed,dealLoanToVal,cbFICO,cbTimeFile,cbMosAvg,cbUtilizn,cb90Ever,cbPctGood,cbMosDlq,cbInq5Mos,cbMosInq,quickmodel_score
3119,201811,Org1,product_A,0,44.19476114,0,46,H,18,2083,g,F,2,U,70.80000305,636,1105,2,85,0,89,71,8,0,
3120,201811,Org2,product_A,-2,3.57575636,1,-99000792,R,1,2150,e,F,1,U,77.6000061,624,108,11,-99000672,0,100,-99000576,6,0,600
3121,201811,Org2,product_B,0,28.34083432,1,22,H,1,3103,w,M,3,N,88.30000019,651,306,2,80,0,100,-99000576,2,0,708
3122,201904,Org2,product_A,-2,41.35290675,1,27,P,27,850,f,F,0,U,93.70000076,565,110,-99000784,100,1,83,4,4,0,563
3123,201903,Org2,product_B,1,1.00692511,1,19,Q,19,1161,g,_,0,N,80.90000916,,100,12,-99000672,0,-99000712,-99000576,3,0,614
3124,201904,Org2,product_B,1,1.17956953,1,22,H,0,1700,y,N,2,N,83.6000061,557,201,-99000784,-99000712,2,50,2,6,0,631
3125,201903,Org1,product_A,1,5.45962922,1,66,H,6,3150,y,N,2,N,95.70000076,629,208,6,100,0,100,-99000576,10,0,629
3126,201812,Org1,product_B,1,14.82995169,1,53,R,5,1404,"",F,1,N,92.80000019,,100,-99000784,-99000672,0,-99000712,-99000576,8,0,549
3127,201807,Org1,product_B,0,28.34083432,1,38,Q,2,3750,b,N,3,U,84.70000076,712,1007,1,42,0,56,16,3,0,799
3128,201906,Org1,product_A,-2,5.67773841,1,19,P,1,2019,h,_,1,N,75.80000305,,0,-99000784,-99000672,0,-99000712,-99000576,3,0,647
3129,201808,Org2,product_A,0,28.34083432,0,33,H,2,3750,f,N,2,U,71.5,736,1201,2,72,0,100,-99000576,2,1,
3130,201810,Org2,product_B,1,1.00692511,1,37,P,0,1460,"",F,0,U,71,719,1008,25,61,0,100,-99000576,3,0,640
3131,201904,Org2,product_B,-2,48.19436656,1,29,R,4,1855,b,F,3,N,85,623,711,52,0,4,25,2,9,0,660
3132,201807,Org1,product_A,0,28.34083432,1,51,H,16,2400,w,F,1,U,81.40000916,696,1206,-99000784,72,0,100,-99000576,0,9,701
3133,201807,Org1,product_A,-2,1.00692511,1,27,H,2,3333,g,M,3,N,86.70000076,620,702,20,-99000712,1,50,3,17,0,651
3134,201811,Org2,product_A,-2,1.00692511,1,39,H,39,2500,p,_,0,N,79.20001221,783,1703,-99000784,6,0,100,-99000576,2,0,739
3135,201904,Org2,product_A,1,0.87332682,1,45,R,0,1500,p,_,2,U,81.30000305,716,1306,5,66,0,100,-99000576,3,0,742
3136,201809,Org1,product_A,1,1.00692511,1,35,R,4,2040,"",F,3,N,96.30000019,682,1002,-99000784,-99000712,1,50,36,3,0,655
3137,201906,Org2,product_B,1,1.34817566,1,52,H,17,3597,h,N,3,N,66.40000916,592,2011,13,53,1,73,7,2,0,744
3138,201902,Org2,product_A,0,50.19793674,1,59,H,8,4167,y,N,3,N,61.20001221,764,1804,25,27,0,100,-99000576,8,0,769
3139,201904,Org1,product_B,0,28.34083432,1,34,H,12,2917,"",N,2,N,75.5,752,1111,-99000784,53,0,100,-99000576,1,0,715
3140,201903,Org1,product_A,1,1.00692511,1,19,R,0,1120,u,N,3,N,92.30000019,536,11,1,-99000672,1,67,3,7,0,565
3141,201811,Org1,product_B,0,28.34083432,1,30,H,6,3100,g,N,3,U,62.20001221,739,904,2,48,0,100,-99000576,2,0,811
3142,201902,Org1,product_A,0,28.34083432,1,21,P,21,1300,r,N,2,N,87.30000019,683,100,1,-99000672,0,100,-99000576,1,0,738
3143,201807,Org2,product_A,-2,1.00692511,1,58,H,3,3833,"",F,3,N,89.30000019,718,2006,5,32,0,100,-99000576,3,0,679
3144,201810,Org1,product_A,-2,14.77307726,1,42,H,4,5167,p,M,0,U,95.30000019,569,1410,-99000784,93,3,53,3,4,0,619
3145,201808,Org1,product_A,1,1.00692511,1,20,R,0,3208,e,M,3,N,86.30000019,,11,-99000784,-99000672,0,-99000712,-99000576,1,0,701
3146,201811,Org2,product_A,-2,1.17956953,1,34,P,0,3617,y,N,3,N,77.6000061,515,802,2,84,0,82,1,7,0,669
3147,201905,Org1,product_B,0,28.34083432,1,19,P,19,900,b,N,3,U,76.1000061,673,11,-99000784,-99000672,0,100,-99000576,1,0,710
3148,201903,Org2,product_B,-2,3.79050058,0,18,P,2,950,f,_,3,N,60.5,,0,-99000784,-99000672,0,-99000712,-99000576,3,0,
3149,201812,Org1,product_B,0,28.34083432,1,28,M,22,1500,e,N,3,N,41.80000305,747,2508,44,31,0,100,-99000576,1,0,819
3150,201807,Org2,product_A,0,28.34083432,1,41,H,5,20833,k,N,3,N,65,699,1602,-99000784,38,0,100,-99000576,6,0,764
3151,201904,Org1,product_B,0,28.34083432,1,32,P,1,1600,p,M,2,N,97.5,639,1007,10,65,0,77,7,8,0,710
3152,201807,Org1,product_B,-2,6.59938499,1,38,H,3,1624,f,M,3,N,93.90000057,659,1702,-99000784,101,0,89,52,10,1,670
3153,201809,Org2,product_A,-2,28.34083432,1,34,H,2,3200,e,N,2,U,86.10000038,649,311,-99000784,38,0,89,5,2,0,726
3154,201812,Org2,product_A,0,28.34083432,1,30,H,2,5765,f,N,3,N,81.80000305,730,611,18,29,0,100,-99000576,2,1,775
3155,201810,Org2,product_A,1,1.00692511,1,60,H,60,4167,"",N,3,U,100,607,710,3,-99000576,1,62,1,2,3,587
3156,201809,Org1,product_A,-2,1.00692511,1,38,H,2,1666,k,F,1,U,88.5,580,1011,35,96,0,75,2,8,0,562
3157,201810,Org1,product_A,0,28.34083432,1,53,H,3,2083,e,M,3,U,64.20001221,771,1203,1,10,0,100,-99000576,1,0,844
3158,201906,Org1,product_B,0,49.99417688,1,64,H,21,1900,y,N,3,N,76.5,624,605,19,73,0,91,-99000712,6,0,736
3159,201902,Org1,product_A,0,50.17533404,1,26,M,1,2583,k,M,2,N,83.20001221,755,511,-99000784,1,0,100,-99000576,2,0,731
3160,201902,Org1,product_A,1,0.90749446,1,40,H,15,1700,y,M,3,N,95.5,677,710,40,85,0,100,-99000576,3,0,726
3161,201905,Org1,product_A,0,48.49399028,1,32,R,1,4000,w,N,3,N,73.90000916,612,402,25,79,1,50,11,5,0,705
3162,201810,Org1,product_A,0,48.99194681,1,38,R,5,4000,o,M,2,N,96.80000019,631,805,-99000784,74,1,83,22,4,0,753
3163,201904,Org1,product_B,0,28.34083432,1,24,R,1,2083,s,F,3,U,70.40000916,627,703,29,-99000712,1,89,62,2,0,652
3164,201904,Org2,product_B,1,1.00692511,1,29,R,6,1296,g,_,3,U,93.90000057,,410,-99000784,-99000672,0,-99000712,-99000576,1,0,687
3165,201811,Org2,product_B,0,28.34083432,1,40,H,1,1667,e,N,3,U,57.20001221,729,2000,12,33,0,90,80,2,0,804
3166,201808,Org2,product_A,-2,28.34083432,0,62,Q,20,1108,p,_,3,N,75.80000305,693,3311,-99000784,71,0,83,23,3,0,
3167,201807,Org1,product_B,0,49.65799477,1,23,R,1,2500,e,N,3,N,93.70000076,610,211,2,60,0,100,-99000576,6,0,713
3168,201903,Org1,product_A,-2,1.00692511,1,23,P,10,1333,e,N,3,N,99.60000002,596,405,1,49,0,79,17,4,1,713
3169,201906,Org2,product_A,0,46.40278959,1,23,P,7,1000,w,N,3,N,94.5,656,207,-99000784,-99000672,0,100,-99000576,3,0,673
3170,201904,Org2,product_A,-2,5.21164452,1,24,R,0,2992,g,N,2,N,88.30000019,635,211,6,112,0,100,-99000576,5,0,668
3171,201808,Org2,product_B,0,28.34083432,1,32,R,1,4200,g,N,3,U,84,647,106,48,73,0,100,-99000576,3,0,708
3172,201810,Org2,product_A,1,1.00692511,1,32,M,0,1900,g,F,2,N,95.10000038,630,604,32,77,0,100,-99000576,10,0,647
3173,201807,Org1,product_A,0,28.34083432,1,42,Q,2,3850,p,F,3,N,91.30000019,753,1309,14,23,0,94,-99000576,1,2,756
3174,201812,Org1,product_B,-2,3.23632058,1,26,H,2,4000,w,_,3,U,100,668,805,-99000784,19,0,88,8,7,0,706
3175,201808,Org2,product_B,0,43.51134387,1,45,R,2,3666,f,N,2,N,85.30000019,571,800,16,-99000712,4,20,2,13,0,608
3176,201808,Org1,product_A,1,1.00692511,1,20,R,0,2000,w,B,3,U,80.6000061,594,101,0,-99000672,0,50,7,17,0,564
3177,201810,Org2,product_A,-2,1.00692511,1,62,Q,3,3476,g,N,3,U,89.80000019,686,1000,-99000784,58,0,89,51,2,0,736
3178,201905,Org2,product_B,0,37.13649647,1,24,P,24,1200,w,N,0,N,83,550,301,-99000784,97,1,75,1,1,4,594
3179,201901,Org2,product_B,0,28.34083432,1,57,H,25,6633,r,N,2,N,61.40000916,786,1404,37,2,0,100,-99000576,1,0,784
3180,201811,Org1,product_B,1,1.00692511,1,44,H,3,1533,y,N,3,N,84.60000038,654,508,2,100,0,100,-99000576,8,0,724
3181,201807,Org1,product_A,0,28.34083432,1,24,P,10,750,y,F,0,N,92.20000076,592,109,10,-99000672,0,33,4,7,0,576
3182,201809,Org1,product_B,-2,1.17956953,1,43,H,20,1125,k,N,1,U,83.1000061,628,700,-99000784,25,1,75,9,9,0,636
3183,201807,Org2,product_A,0,28.34083432,1,42,H,3,3333,w,M,2,N,65.1000061,704,1710,55,41,0,75,41,4,0,776
3184,201810,Org1,product_B,1,1.00692511,1,53,H,20,5657,r,B,3,U,86.60000038,674,503,-99000784,101,0,100,-99000576,5,0,705
3185,201807,Org2,product_B,-2,4.99790512,1,30,P,0,1986,f,_,2,U,76,567,710,-99000784,57,0,75,2,9,0,669
3186,201901,Org1,product_B,-2,0.58584626,1,70,H,20,850,p,N,3,U,70.6000061,665,302,2,100,0,100,-99000576,2,1,742
3187,201903,Org1,product_A,-2,10.60036324,1,18,R,4,1220,y,N,1,U,78.1000061,,1,13,-99000672,0,-99000712,-99000576,4,0,634
3188,201904,Org2,product_B,-2,49.90936817,1,30,H,2,1248,b,F,3,U,98.30000019,686,811,6,23,0,96,31,2,1,742
3189,201810,Org1,product_A,0,48.08736536,1,50,H,4,4000,y,M,3,N,90.10000038,636,502,2,-99000672,1,80,37,10,0,682
3190,201904,Org2,product_A,1,1.00692511,1,43,H,10,2800,y,_,3,N,93.10000038,684,1410,-99000784,17,0,95,-99000576,3,0,759
3191,201811,Org2,product_A,1,1.17956953,1,34,P,0,3617,y,N,3,N,77.6000061,515,802,2,84,0,82,1,7,0,669
3192,201904,Org1,product_B,0,48.68005299,1,42,H,1,2700,u,N,3,U,81.40000916,647,501,30,87,0,93,-99000712,5,0,655
3193,201906,Org1,product_B,1,0.17567573,0,65,R,4,1490,y,N,3,U,74.5,781,1006,1,0,0,100,-99000576,1,0,
3194,201901,Org2,product_B,-2,15.55399127,1,22,R,2,1950,g,N,2,U,81.80000305,546,111,73,107,0,0,4,2,3,588
3195,201901,Org1,product_B,1,1.00692511,1,28,R,9,3083,w,_,3,N,90.40000057,679,407,-99000784,80,0,100,-99000576,2,0,707
3196,201812,Org2,product_B,-2,0.5415376,1,55,H,18,2542,g,M,2,N,73,666,3400,-99000784,78,1,75,18,3,0,779
3197,201807,Org2,product_A,-2,16.54465872,0,21,P,16,3000,f,N,1,U,78.30000305,636,7,1,-99000672,0,100,-99000576,5,0,
3198,201902,Org2,product_B,0,32.59547986,1,50,H,10,1199,r,F,3,U,90.20000076,596,1003,2,100,3,40,1,4,0,645
3199,201905,Org2,product_A,0,28.34083432,1,43,H,8,3417,g,N,3,N,74.90000916,675,2003,43,68,0,100,-99000576,2,1,758
3200,201902,Org2,product_B,-2,21.78605459,1,25,P,25,3683,w,F,0,N,93.30000019,632,608,13,86,0,100,-99000576,9,0,597
3201,201902,Org2,product_A,-2,1.00692511,1,38,R,3,2500,"",_,2,N,90.20000076,687,808,-99000784,23,0,83,-99000712,2,0,687
3202,201811,Org2,product_B,-2,2.16732884,1,32,H,1,2124,y,F,3,N,90.60000038,600,410,-99000784,59,1,87,0,9,0,660
3203,201812,Org1,product_B,1,1.00692511,1,34,H,6,2300,"",N,3,N,95.40000057,601,205,-99000784,-99000672,0,100,-99000576,5,0,582
3204,201811,Org1,product_B,0,42.81951425,1,30,H,2,2920,y,_,2,N,88.70000076,600,207,-99000784,-99000712,2,33,1,4,0,671
3205,201903,Org2,product_B,1,11.88194726,1,27,M,6,0,f,_,3,N,87,599,10,42,-99000672,0,100,-99000576,7,0,607
3206,201809,Org1,product_A,1,1.00692511,1,22,H,1,1603,k,N,2,U,72.70001221,524,107,58,93,0,86,1,4,0,580
3207,201808,Org2,product_B,0,28.34083432,1,38,H,1,3124,f,N,3,N,54.5,751,1308,9,14,0,100,-99000576,1,0,798
3208,201811,Org1,product_B,1,5.35206778,1,23,P,10,1667,g,M,2,N,88.10000038,634,1310,50,100,0,75,3,3,0,679
3209,201807,Org1,product_B,1,1.00692511,1,37,H,37,2620,f,N,2,U,85.70000076,,0,-99000784,-99000672,0,-99000712,-99000576,0,-99000672,664
3210,201906,Org2,product_B,-2,1.00692511,1,31,H,3,1083,h,N,3,N,85.70000076,586,303,-99000784,-99000672,0,100,-99000576,6,0,671
3211,201807,Org1,product_A,1,1.00692511,1,41,H,29,2100,g,N,3,N,88.5,679,1904,-99000784,71,0,67,23,1,0,757
3212,201807,Org1,product_A,1,1.00692511,1,30,R,0,1000,w,N,3,N,86.90000057,601,108,-99000784,72,0,100,-99000576,8,0,659
3213,201812,Org2,product_A,-2,1.00692511,1,24,R,1,2900,w,N,3,U,88.30000019,646,600,9,12,3,67,20,7,0,683
3214,201808,Org1,product_B,0,50.24905493,1,40,H,7,2500,g,M,3,N,82.20001221,663,2000,4,65,0,79,17,0,-99000672,782
3215,201903,Org2,product_A,0,39.59445605,1,20,R,2,2400,o,M,3,U,93.40000057,615,105,-99000784,91,0,100,-99000576,10,1,606
3216,201809,Org2,product_A,-2,2.75854955,1,31,R,1,2000,k,N,3,N,76.40000916,672,100,4,-99000672,0,100,-99000576,3,0,701
3217,201902,Org1,product_A,1,11.09070872,1,20,P,17,850,f,_,1,N,83.6000061,685,109,7,-99000672,0,100,-99000576,1,0,661
3218,201810,Org1,product_B,-2,1.00692511,1,35,H,6,2600,"",B,3,N,90.40000057,588,400,-99000784,96,1,86,9,2,0,602
3219,201901,Org2,product_B,0,28.34083432,1,22,H,0,3166,b,N,3,N,87,663,308,-99000784,49,0,100,-99000576,20,0,703
3220,201906,Org1,product_A,1,1.12870963,1,48,R,3,2750,k,F,3,N,102.0999994,678,1103,-99000784,0,2,67,7,1,0,705
3221,201809,Org1,product_B,0,28.34083432,1,29,H,17,3792,g,N,3,N,65.5,760,2406,-99000784,0,0,100,-99000576,4,0,771
3222,201901,Org2,product_B,-2,1.00692511,1,38,H,1,3500,"",F,0,N,94.20000076,629,201,26,-99000672,0,100,-99000576,10,0,492
3223,201903,Org2,product_A,-2,1.00692511,1,28,H,0,1274,f,F,3,U,83.6000061,558,703,7,-99000672,0,87,2,1,0,618
3224,201807,Org1,product_A,0,28.34083432,1,42,H,14,2173,p,M,0,N,70.5,629,1503,1,-99000672,1,57,33,5,0,681
3225,201808,Org2,product_B,0,46.91992811,1,54,H,21,1947,w,N,3,U,67.90000916,627,510,1,-99000712,1,67,60,9,0,684
3226,201906,Org2,product_A,-2,46.94403995,1,23,H,0,1400,w,_,3,N,84.20000076,,504,4,-99000672,0,-99000712,-99000576,4,0,671
3227,201905,Org2,product_A,-2,26.91068349,1,25,R,0,2280,f,B,2,N,95.80000019,586,600,3,95,1,67,2,12,0,584
3228,201807,Org1,product_B,1,1.00692511,1,26,H,9,1300,r,F,0,N,75.30000305,,5,57,-99000672,0,100,-99000576,4,0,637
3229,201906,Org2,product_A,0,28.34083432,1,22,P,16,1400,g,M,3,U,69.70001221,743,1606,-99000784,0,0,50,-99000712,1,0,768
3230,201809,Org2,product_A,1,17.03027676,0,43,H,6,2600,w,F,3,U,85.60000038,606,602,72,84,1,78,3,6,0,
3231,201807,Org1,product_B,-2,1.00692511,1,37,H,37,2620,f,N,2,U,85.70000076,,0,-99000784,-99000672,0,-99000712,-99000576,0,-99000672,664
3232,201807,Org1,product_A,1,1.17956953,1,21,P,0,1560,f,N,3,N,92.5,582,105,-99000784,58,0,100,-99000576,14,0,616
3233,201808,Org1,product_B,-2,1.00692511,1,28,H,9,1400,f,M,2,U,77.70001221,763,708,1,0,0,100,-99000576,2,0,752
3234,201811,Org1,product_A,0,34.40574339,0,-99000792,P,3,2000,f,N,0,N,88.20000076,624,9,2,-99000672,0,100,-99000576,6,0,
3235,201807,Org1,product_B,1,1.00692511,1,44,R,1,1500,"",N,1,N,89.40000057,659,804,-99000784,-99000712,0,85,46,7,0,610
3236,201812,Org1,product_A,0,28.34083432,1,47,R,0,4900,r,N,3,N,65.6000061,564,607,1,60,2,57,0,1,0,785
3237,201812,Org2,product_A,1,1.00692511,1,36,H,12,2500,f,N,2,N,81.80000305,690,1110,24,69,0,100,-99000576,3,0,733
3238,201809,Org1,product_A,0,49.86484316,1,64,H,10,998,b,N,2,N,89.90000057,647,1002,2,75,1,78,46,3,0,740
3239,201811,Org1,product_A,1,1.00692511,1,32,H,2,1500,p,F,2,U,91.60000038,641,300,72,84,0,100,-99000576,4,0,643
3240,201807,Org2,product_A,0,42.75362137,1,23,R,1,2180,g,F,2,N,86.5,634,202,13,-99000672,0,0,-99000712,3,0,663
3241,201807,Org1,product_A,1,1.00692511,1,40,H,3,1283,y,F,0,N,87,659,900,14,-99000712,0,40,5,0,-99000672,680
3242,201902,Org2,product_B,-2,42.99441078,1,21,P,22,1300,w,F,2,U,78.20001221,642,401,-99000784,-99000712,1,50,26,2,0,658
3243,201906,Org1,product_B,-2,1.00692511,1,22,H,22,2040,g,F,3,N,83.20001221,590,206,-99000784,97,0,100,-99000576,4,0,633
3244,201906,Org1,product_A,-2,1.12870963,1,48,R,3,2750,k,F,3,N,102.0999994,678,1103,-99000784,0,2,67,7,1,0,705
3245,201809,Org1,product_B,1,4.04991514,1,54,R,2,1400,r,M,0,N,91.20000076,646,903,7,100,2,50,59,4,0,671
3246,201905,Org1,product_B,0,28.34083432,1,29,R,2,3000,s,M,2,N,53.90000916,715,502,0,54,0,100,-99000576,1,0,830
3247,201810,Org1,product_B,-2,28.34083432,1,35,Q,1,4500,g,N,3,U,79.20001221,707,1308,-99000784,69,0,92,-99000576,3,0,758
3248,201808,Org1,product_B,1,1.00692511,1,27,H,2,2000,p,_,3,N,84.60000038,693,711,-99000784,80,0,100,-99000576,2,0,736
3249,201906,Org2,product_B,0,49.61426907,1,34,R,29,1401,g,F,1,N,87.60000038,674,811,25,12,0,71,10,1,0,705
3250,201901,Org1,product_B,0,28.34083432,1,26,R,2,1775,h,N,2,N,81.80000305,606,310,28,76,0,80,11,1,0,704
3251,201906,Org1,product_A,0,28.34083432,1,57,H,16,6668,e,N,3,N,63.90000916,778,2410,1,0,0,100,-99000576,3,0,793
3252,201809,Org2,product_A,1,13.55603281,1,43,R,2,1417,w,N,0,N,61.80000305,506,1003,-99000784,100,6,0,1,6,0,598
3253,201809,Org1,product_B,1,1.00692511,1,50,H,20,3300,f,F,3,U,84.60000038,536,705,-99000784,40,2,80,0,2,0,644
3254,201904,Org1,product_A,1,1.17956953,1,44,H,8,1400,p,F,2,N,97.60000038,692,600,-99000784,80,0,100,-99000576,3,0,699
3255,201807,Org1,product_A,1,42.09493845,1,20,R,12,525,w,N,2,N,91.30000019,490,100,-99000784,97,0,67,2,8,0,548
3256,201902,Org1,product_A,0,49.97167133,1,28,R,0,1241,y,N,0,U,67.20001221,635,308,-99000784,54,0,75,21,1,4,744
3257,201810,Org1,product_A,0,28.34083432,1,26,H,10,2190,b,N,3,U,87.90000057,684,511,1,-99000672,0,86,21,0,-99000672,730
3258,201812,Org2,product_A,-2,1.00692511,1,33,H,0,1700,"",F,0,U,78,570,602,15,-99000672,2,83,2,8,0,527
3259,201906,Org2,product_A,-2,1.00692511,1,35,R,11,4000,f,N,2,U,66.5,605,502,-99000784,-99000672,0,92,7,11,1,616
3260,201905,Org2,product_B,0,28.34083432,1,61,H,30,2900,g,N,2,N,96.90000057,738,1506,66,0,0,60,10,0,-99000672,724
3261,201901,Org1,product_B,1,1.00692511,1,25,M,1,1802,p,N,3,U,66.6000061,739,1200,19,0,0,100,-99000576,4,0,754
3262,201904,Org2,product_A,1,1.00692511,0,24,H,0,1333,y,N,2,U,85.60000038,628,306,3,0,0,80,13,20,0,
3263,201904,Org1,product_B,1,1.44369831,1,26,P,3,2000,e,N,2,U,87.70000076,614,609,1,10,5,68,5,4,0,707
3264,201903,Org1,product_B,1,0.21842065,1,44,H,16,2650,b,M,2,N,81.20001221,645,1511,-99000784,20,1,57,9,2,0,771
3265,201903,Org2,product_B,1,12.97640408,1,27,R,1,1100,w,_,2,U,95.80000019,611,303,-99000784,-99000672,0,50,22,3,0,624
3266,201808,Org1,product_B,-2,1.00692511,1,26,R,2,1200,b,N,3,N,84.10000038,,200,2,-99000672,0,100,-99000576,2,0,717
3267,201807,Org2,product_A,-2,28.34083432,1,54,H,25,1800,r,M,2,N,71.5,786,2606,13,45,0,88,-99000576,0,-99000672,837
3268,201809,Org2,product_A,0,50.19069084,1,29,R,0,2500,y,M,3,N,94.10000038,739,1006,56,43,0,100,-99000576,3,0,784
3269,201903,Org2,product_B,-2,1.00692511,1,24,R,0,1600,w,F,2,U,81.40000916,625,905,-99000784,36,0,40,3,11,0,625
3270,201810,Org2,product_B,-2,1.00692511,1,35,R,0,1700,y,N,3,N,91.60000038,608,402,74,100,0,100,-99000576,2,0,658
3271,201901,Org2,product_B,-2,3.66909984,1,23,R,1,1660,g,N,3,N,93.80000019,658,400,4,4,0,85,6,15,0,684
3272,201905,Org2,product_B,0,28.34083432,1,72,H,30,3400,s,N,2,N,78.90000916,791,3500,-99000784,1,0,100,-99000576,0,8,738
3273,201807,Org1,product_A,-2,1.17956953,1,21,P,0,1560,f,N,3,N,92.5,582,105,-99000784,58,0,100,-99000576,14,0,616
3274,201808,Org2,product_A,0,46.62672104,1,39,H,19,4500,r,N,0,N,84.10000038,551,1710,4,49,2,43,2,4,0,662
3275,201906,Org2,product_B,1,1.17956953,1,42,R,0,800,g,F,2,N,73.1000061,502,108,11,95,0,33,0,4,0,626
3276,201906,Org2,product_A,0,28.34083432,1,31,H,5,2230,y,N,3,U,80.30000305,687,510,1,47,0,93,76,1,0,805
3277,201811,Org1,product_B,0,28.34083432,1,42,H,20,2500,y,N,2,U,94.80000019,668,2111,15,29,0,87,7,4,0,728
3278,201903,Org1,product_A,0,28.34083432,1,26,R,1,2000,w,N,3,N,72.30000305,687,202,-99000784,83,0,100,-99000576,1,4,753
3279,201903,Org1,product_B,0,28.34083432,0,29,H,5,3030,e,N,2,U,87.5,757,702,-99000784,12,0,100,-99000576,1,1,
3280,201807,Org1,product_A,-2,0.75300184,1,30,H,1,3600,w,N,3,N,92.10000038,657,700,22,38,0,100,-99000576,5,0,730
3281,201902,Org1,product_A,1,1.00692511,1,23,R,0,2800,"",F,2,N,84.20000076,632,401,5,-99000672,0,100,-99000576,5,2,612
3282,201902,Org2,product_A,1,1.00692511,1,19,R,0,1100,g,B,3,U,86.30000019,606,105,12,-99000576,1,50,15,11,1,566
3283,201904,Org1,product_B,1,6.10264035,1,29,R,0,1340,b,N,3,N,98.40000057,620,511,6,88,1,0,-99000712,2,0,695
3284,201812,Org1,product_B,0,28.34083432,1,34,H,8,2100,b,M,3,N,93.70000076,665,703,4,53,0,88,12,2,1,768
3285,201812,Org1,product_A,0,39.5596545,1,31,R,2,1725,b,F,2,N,90.20000076,591,505,6,-99000712,1,79,4,8,0,620
3286,201810,Org1,product_B,0,28.34083432,1,22,P,2,1387,k,N,2,N,81.80000305,703,103,9,-99000672,0,100,-99000576,0,-99000672,687
3287,201904,Org1,product_A,0,28.34083432,1,49,H,23,2606,y,N,3,N,72.80000305,734,2402,18,46,0,100,-99000576,1,0,831
3288,201812,Org2,product_A,1,1.00692511,1,34,R,1,1185,f,F,2,U,94.30000019,642,710,-99000784,32,0,100,-99000576,17,1,632
3289,201901,Org1,product_A,1,1.00692511,0,25,H,2,2460,f,F,3,U,85.5,,602,2,-99000672,1,33,23,2,0,
3290,201808,Org2,product_B,0,28.34083432,1,49,R,0,1690,b,N,2,N,88.10000038,586,500,3,23,1,40,8,2,0,704
3291,201906,Org2,product_B,0,28.34083432,1,38,R,0,1833,y,N,3,N,79.40000916,727,1202,44,33,0,82,39,2,0,789
3292,201905,Org1,product_A,1,1.00692511,1,31,R,4,1000,s,N,3,U,60.80000305,558,609,-99000784,100,1,75,2,6,0,631
3293,201905,Org2,product_A,0,28.34083432,1,26,P,26,2000,f,N,3,N,74.40000916,771,409,81,0,0,100,-99000576,3,0,721
3294,201901,Org2,product_A,0,28.34083432,1,39,H,13,3800,p,N,3,U,70.20001221,629,1208,-99000784,79,1,83,6,4,0,729
3295,201906,Org1,product_B,1,1.00692511,1,24,R,1,1212,g,F,3,N,81.30000305,665,306,2,0,1,0,17,5,0,723
3296,201809,Org1,product_A,0,28.34083432,1,32,R,0,3633,b,M,2,N,91.30000019,558,704,5,69,1,86,2,1,0,694
3297,201902,Org1,product_A,0,49.59091218,1,39,R,4,3454,g,N,2,N,72,678,1611,1,68,1,40,32,2,0,787
3298,201905,Org2,product_B,1,1.00692511,0,47,H,3,6000,f,N,2,N,96.5,646,501,29,64,0,100,-99000576,2,0,
3299,201807,Org2,product_A,1,1.00692511,1,24,M,3,937,g,N,3,N,81.30000305,673,100,9,-99000672,0,100,-99000576,1,1,724
3300,201809,Org2,product_B,0,28.34083432,1,19,P,19,1075,y,N,3,U,91.40000057,580,100,2,88,0,80,6,7,0,635
3301,201808,Org1,product_A,1,1.00692511,1,33,R,0,2707,w,N,2,N,83.20001221,685,305,-99000784,-99000672,0,100,-99000576,6,0,702
3302,201807,Org2,product_B,-2,1.00692511,1,19,P,19,1260,f,N,2,U,92.80000019,588,10,16,-99000672,0,0,1,1,4,609
3303,201807,Org2,product_A,-2,1.00692511,1,26,P,4,880,u,F,3,U,82.70001221,541,308,1,38,1,33,2,2,0,633
3304,201903,Org1,product_A,0,49.19265488,0,43,R,2,2656,g,N,3,U,88.20000076,709,100,1,6,0,100,-99000576,7,0,
3305,201811,Org1,product_A,-2,4.55573313,1,33,H,5,2135,f,N,2,U,91.70000076,560,1011,-99000784,59,0,84,1,2,0,658
3306,201810,Org1,product_B,1,0.54958913,0,-99000792,H,0,0,f,N,3,U,61.80000305,636,1400,-99000784,36,0,93,15,5,0,
3307,201809,Org2,product_B,0,28.34083432,1,40,P,2,1595,f,M,2,N,85,592,402,-99000784,81,0,93,3,4,0,648
3308,201807,Org1,product_A,1,9.36309856,0,-99000792,H,7,27444,w,F,1,N,90.90000057,640,801,5,-99000712,3,29,35,8,0,
3309,201903,Org2,product_B,-2,1.17956953,1,21,P,21,1700,"",F,3,U,87.20000076,731,907,15,39,0,100,-99000576,9,0,632
3310,201808,Org1,product_A,1,1.00692511,1,42,H,10,3815,f,N,2,N,84.60000038,589,1200,2,64,1,60,7,7,0,694
3311,201906,Org2,product_A,0,49.01094486,0,42,H,7,4792,y,M,3,U,97,585,1311,-99000784,41,3,50,7,4,0,
3312,201906,Org2,product_B,-2,1.00692511,1,42,H,13,2025,p,N,3,U,91.90000057,660,1109,3,-99000712,1,67,38,7,0,689
3313,201809,Org1,product_B,0,28.34083432,1,31,H,1,3308,w,M,3,N,63.1000061,763,810,28,20,0,100,-99000576,0,-99000672,791
